,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,Prediction
466,3999,city_72,0.795,Male,Has relevent experience,no_enrollment,Masters,STEM,21,100to500,Public Sector,5,Between,0.0,0.0
467,9860,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,17,10to49,Pvt Ltd,3,More,0.0,0.0
468,31153,city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,8,50to99,Pvt Ltd,0,Between,1.0,0.0
469,26616,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,2,Less,0.0,0.0
470,24366,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000plus,Pvt Ltd,4,Between,1.0,0.0
471,19986,city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,4,10000plus,Public Sector,1,Between,0.0,0.0
472,17786,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50to99,Pvt Ltd,1,More,0.0,0.0
473,1396,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,10000plus,Pvt Ltd,3,Less,0.0,0.0
474,22954,city_105,0.794,Female,Has relevent experience,Full time course,Graduate,STEM,9,100to500,Pvt Ltd,5,Less,0.0,0.0
475,14775,city_67,0.855,Male,No relevent experience,no_enrollment,High School,STEM,12,50to99,Pvt Ltd,1,Between,0.0,0.0
476,1563,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100to500,Pvt Ltd,3,Between,0.0,1.0
477,29612,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,10to49,Pvt Ltd,1,More,1.0,0.0
478,23856,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500to999,Pvt Ltd,2,More,0.0,0.0
479,30441,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,100to500,Pvt Ltd,5,Between,0.0,0.0
480,22742,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,9,less than10,Early Stage Startup,1,More,0.0,0.0
481,30265,city_103,0.92,Male,Has relevent experience,Full time course,High School,STEM,10,50to99,Pvt Ltd,2,Less,1.0,0.0
482,11545,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,less than10,Pvt Ltd,1,Less,0.0,0.0
483,2404,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50to99,Pvt Ltd,0,More,1.0,0.0
484,7243,city_100,0.887,Other,Has relevent experience,no_enrollment,High School,STEM,21,50to99,Pvt Ltd,0,Between,0.0,0.0
485,19555,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,8,5000to9999,Pvt Ltd,2,Less,0.0,0.0
486,20486,city_75,0.939,Other,No relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,2,More,0.0,0.0
487,17400,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,2,50to99,Pvt Ltd,0,More,0.0,0.0
488,22005,city_73,0.754,Other,Has relevent experience,Part time course,Graduate,STEM,3,50to99,Pvt Ltd,5,Between,0.0,0.0
489,10612,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50to99,Pvt Ltd,1,Between,1.0,1.0
490,23365,city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,0,less than10,Early Stage Startup,1,Less,1.0,0.0
491,13288,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50to99,Pvt Ltd,1,More,0.0,0.0
492,23430,city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100to500,Pvt Ltd,5,Between,0.0,0.0
493,30404,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,5,More,1.0,0.0
494,8930,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000plus,Pvt Ltd,5,Between,0.0,0.0
495,3920,city_106,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000plus,Pvt Ltd,4,Between,0.0,0.0
496,29841,city_21,0.624,Other,No relevent experience,Full time course,High School,STEM,0,50to99,Pvt Ltd,0,More,1.0,0.0
497,16289,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,3,50to99,Pvt Ltd,1,Less,1.0,0.0
498,19889,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,7,10000plus,Pvt Ltd,2,More,0.0,0.0
499,11780,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,1,Between,1.0,0.0
500,8489,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100to500,Pvt Ltd,5,More,1.0,0.0
501,32581,city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,4,50to99,Pvt Ltd,1,More,1.0,0.0
502,22420,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,10000plus,Pvt Ltd,2,Less,0.0,1.0
503,28415,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50to99,Pvt Ltd,1,Less,0.0,0.0
504,32260,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50to99,Pvt Ltd,1,More,0.0,0.0
505,21603,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50to99,Pvt Ltd,1,More,0.0,0.0
506,19702,city_73,0.754,Male,No relevent experience,Part time course,High School,STEM,4,1000to4999,Pvt Ltd,1,Less,1.0,1.0
507,17665,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50to99,Pvt Ltd,2,Less,0.0,0.0
508,19612,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100to500,Pvt Ltd,1,More,1.0,0.0
509,18905,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,100to500,Pvt Ltd,2,More,0.0,0.0
510,824,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500to999,Pvt Ltd,1,Between,0.0,0.0
511,27275,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,50to99,Pvt Ltd,2,Between,1.0,0.0
512,14217,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,500to999,Pvt Ltd,1,Between,0.0,0.0
513,13209,city_75,0.939,Other,No relevent experience,no_enrollment,Graduate,STEM,1,50to99,Pvt Ltd,1,Less,0.0,0.0
514,9414,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100to500,Pvt Ltd,1,Between,1.0,0.0
515,33242,city_73,0.754,Male,No relevent experience,Part time course,Graduate,STEM,8,less than10,Early Stage Startup,1,More,0.0,1.0
516,24224,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50to99,Pvt Ltd,0,Between,0.0,0.0
517,9684,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,17,less than10,Early Stage Startup,1,More,0.0,0.0
518,8584,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,21,100to500,Pvt Ltd,4,More,0.0,0.0
519,27003,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50to99,Pvt Ltd,2,Between,0.0,0.0
520,17840,city_65,0.802,Male,Has relevent experience,Full time course,High School,STEM,7,50to99,Pvt Ltd,1,More,0.0,1.0
521,29723,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,9,50to99,Pvt Ltd,5,Between,0.0,0.0
522,33181,city_67,0.855,Male,No relevent experience,no_enrollment,Masters,STEM,21,100to500,Pvt Ltd,2,Less,0.0,0.0
523,29288,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,500to999,Pvt Ltd,3,More,1.0,1.0
524,3004,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,Humanities,7,less than10,Pvt Ltd,1,Less,0.0,0.0
525,5828,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50to99,Pvt Ltd,4,More,0.0,0.0
526,22211,city_67,0.855,Male,No relevent experience,no_enrollment,Graduate,Other,5,50to99,Pvt Ltd,0,More,0.0,1.0
527,28193,city_13,0.8270000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,5,10to49,Public Sector,1,More,0.0,0.0
528,26291,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000to4999,Pvt Ltd,5,Between,0.0,0.0
529,11739,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,18,100to500,NGO,3,Between,0.0,0.0
530,20878,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50to99,Public Sector,5,More,0.0,0.0
531,31156,city_61,0.913,Male,Has relevent experience,no_enrollment,High School,STEM,21,10to49,Pvt Ltd,1,Less,0.0,0.0
532,21878,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Other,20,10000plus,Pvt Ltd,5,More,0.0,0.0
533,7009,city_102,0.804,Other,Has relevent experience,no_enrollment,Graduate,STEM,13,50to99,Pvt Ltd,1,More,0.0,0.0
534,31013,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,17,50to99,Funded Startup,2,More,0.0,0.0
535,7145,city_93,0.865,Male,Has relevent experience,no_enrollment,Masters,STEM,21,50to99,Pvt Ltd,5,More,0.0,0.0
536,2690,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,1,Between,0.0,1.0
537,28829,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,100to500,Pvt Ltd,1,Between,1.0,1.0
538,28477,city_21,0.624,Other,No relevent experience,Full time course,Masters,STEM,3,50to99,Pvt Ltd,1,Between,1.0,0.0
539,17107,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,less than10,Pvt Ltd,1,More,0.0,0.0
540,5911,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,100to500,Pvt Ltd,5,Less,0.0,0.0
541,24069,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50to99,Pvt Ltd,1,More,0.0,0.0
542,20803,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,Other,2,100to500,Pvt Ltd,2,Between,0.0,0.0
543,3752,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000plus,Pvt Ltd,3,Between,0.0,1.0
544,32925,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,21,10000plus,Pvt Ltd,2,Between,0.0,0.0
545,27494,city_136,0.897,Other,Has relevent experience,no_enrollment,Masters,STEM,14,1000to4999,Pvt Ltd,5,Between,0.0,0.0
546,19818,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,less than10,Pvt Ltd,2,Less,1.0,0.0
547,22581,city_104,0.924,Male,Has relevent experience,Full time course,High School,STEM,8,100to500,Public Sector,1,Between,1.0,1.0
548,2629,city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,5,50to99,Pvt Ltd,1,More,0.0,0.0
549,20143,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50to99,Pvt Ltd,1,Between,0.0,0.0
550,2478,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100to500,Pvt Ltd,2,Less,1.0,0.0
551,25957,city_109,0.701,Male,No relevent experience,Full time course,Graduate,STEM,2,50to99,Pvt Ltd,1,Less,0.0,0.0
552,27624,city_16,0.91,Other,No relevent experience,no_enrollment,Primary School,STEM,8,50to99,Pvt Ltd,2,More,0.0,0.0
553,32355,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,less than10,Early Stage Startup,1,Less,0.0,0.0
554,12140,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,Humanities,5,50to99,Public Sector,1,Between,0.0,1.0
555,9743,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,5,More,1.0,1.0
556,3827,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,10to49,Pvt Ltd,5,More,0.0,0.0
557,9338,city_65,0.802,Other,Has relevent experience,Full time course,Graduate,STEM,8,100to500,NGO,1,More,0.0,0.0
558,10386,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,less than10,Early Stage Startup,3,Between,0.0,0.0
559,14901,city_114,0.926,Other,Has relevent experience,no_enrollment,Masters,STEM,21,500to999,Pvt Ltd,5,Less,0.0,0.0
560,6909,city_24,0.698,Female,No relevent experience,no_enrollment,Masters,STEM,7,50to99,Pvt Ltd,1,Less,1.0,0.0
561,20751,city_36,0.893,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,less than10,Early Stage Startup,1,Less,0.0,0.0
562,13597,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000plus,Pvt Ltd,1,Less,0.0,1.0
563,4498,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,1,More,1.0,0.0
564,29508,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21,100to500,Pvt Ltd,1,More,0.0,0.0
565,32947,city_43,0.516,Other,Has relevent experience,Full time course,Graduate,STEM,4,50to99,Pvt Ltd,1,More,1.0,0.0
566,4766,city_90,0.698,Other,No relevent experience,no_enrollment,High School,STEM,2,50to99,Pvt Ltd,0,Less,0.0,0.0
567,428,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000to4999,Pvt Ltd,5,Between,0.0,0.0
568,21843,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,100to500,Pvt Ltd,2,Between,0.0,0.0
569,17162,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,10to49,Pvt Ltd,1,More,1.0,0.0
570,15259,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10to49,Pvt Ltd,5,More,0.0,0.0
571,14487,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,Other,5,100to500,Pvt Ltd,1,More,0.0,0.0
572,8055,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100to500,Pvt Ltd,4,More,0.0,0.0
573,4922,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,STEM,10,less than10,Pvt Ltd,1,More,0.0,0.0
574,20653,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,0,50to99,Pvt Ltd,1,More,0.0,0.0
575,707,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,14,50to99,Pvt Ltd,5,Between,0.0,0.0
576,1131,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000plus,Pvt Ltd,5,More,0.0,1.0
577,22219,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50to99,Pvt Ltd,3,More,0.0,0.0
578,10454,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,3,100to500,Pvt Ltd,3,Between,0.0,0.0
579,14740,city_21,0.624,Other,No relevent experience,Full time course,Masters,STEM,3,50to99,Pvt Ltd,1,More,1.0,0.0
580,12183,city_28,0.939,Male,No relevent experience,Full time course,Graduate,STEM,7,50to99,Pvt Ltd,2,Between,1.0,0.0
581,22052,city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000to4999,Public Sector,1,Between,0.0,0.0
582,8677,city_67,0.855,Male,No relevent experience,no_enrollment,High School,STEM,11,50to99,Pvt Ltd,1,More,0.0,0.0
583,29432,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50to99,Funded Startup,2,Less,0.0,0.0
584,6812,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50to99,Pvt Ltd,1,Less,0.0,0.0
585,14890,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,Business Degree,11,50to99,Pvt Ltd,2,Between,0.0,0.0
586,9569,city_46,0.762,Male,Has relevent experience,Full time course,Graduate,STEM,12,100to500,Pvt Ltd,3,More,0.0,0.0
587,6389,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,15,1000to4999,Pvt Ltd,4,More,0.0,0.0
588,14622,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,21,50to99,Pvt Ltd,1,Less,1.0,0.0
589,24586,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10to49,Early Stage Startup,1,Less,0.0,0.0
590,9463,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,Humanities,21,less than10,Pvt Ltd,2,More,0.0,0.0
591,6379,city_160,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,21,100to500,Pvt Ltd,2,More,0.0,0.0
592,30514,city_105,0.794,Male,Has relevent experience,Part time course,Graduate,STEM,7,100to500,Pvt Ltd,1,More,0.0,0.0
593,12349,city_19,0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,6,1000to4999,Pvt Ltd,1,Less,0.0,1.0
594,6995,city_114,0.926,Male,No relevent experience,no_enrollment,High School,STEM,5,50to99,Pvt Ltd,2,Less,0.0,1.0
595,13311,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,5000to9999,Pvt Ltd,2,More,0.0,0.0
596,26275,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,10000plus,Pvt Ltd,4,Less,1.0,0.0
597,30814,city_46,0.762,Male,No relevent experience,no_enrollment,Graduate,Other,2,1000to4999,Pvt Ltd,0,More,0.0,0.0
598,20823,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100to500,Pvt Ltd,5,Between,0.0,0.0
599,18810,city_162,0.767,Male,No relevent experience,Full time course,High School,STEM,4,50to99,Pvt Ltd,2,More,1.0,0.0
600,79,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,4,More,1.0,0.0
601,16177,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,10,50to99,Pvt Ltd,0,Less,0.0,0.0
602,16141,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,13,50to99,Pvt Ltd,5,Between,0.0,0.0
603,5417,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000to4999,Pvt Ltd,5,More,0.0,0.0
604,24280,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,500to999,Pvt Ltd,1,Less,0.0,0.0
605,22112,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50to99,Funded Startup,1,More,0.0,0.0
606,11003,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,8,10to49,Funded Startup,1,Between,0.0,0.0
607,12631,city_21,0.624,Other,No relevent experience,no_enrollment,Graduate,STEM,1,less than10,Pvt Ltd,1,Between,0.0,0.0
608,6326,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000to4999,Pvt Ltd,2,More,0.0,1.0
609,24870,city_21,0.624,Other,Has relevent experience,no_enrollment,Masters,STEM,13,10000plus,Pvt Ltd,2,More,0.0,0.0
610,18170,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100to500,Pvt Ltd,1,More,0.0,0.0
611,33254,city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,21,50to99,Pvt Ltd,5,Less,1.0,0.0
612,11821,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100to500,Funded Startup,1,Between,0.0,0.0
613,24937,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,50to99,Pvt Ltd,4,Less,1.0,0.0
614,15837,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Other,3,less than10,Pvt Ltd,2,More,1.0,0.0
615,31083,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,50to99,Pvt Ltd,4,Between,1.0,1.0
616,15436,city_65,0.802,Female,No relevent experience,Part time course,Graduate,STEM,3,50to99,Pvt Ltd,1,Less,1.0,0.0
617,13102,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,21,50to99,Pvt Ltd,5,Between,0.0,0.0
618,30277,city_103,0.92,Other,Has relevent experience,Full time course,Masters,STEM,9,10to49,Pvt Ltd,1,Between,0.0,0.0
619,4475,city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,21,10000plus,Public Sector,1,More,0.0,1.0
620,4072,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,21,10000plus,Public Sector,1,More,0.0,0.0
621,11085,city_173,0.878,Male,No relevent experience,no_enrollment,Graduate,No Major,14,50to99,NGO,3,Between,0.0,1.0
622,3878,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,6,10000plus,Pvt Ltd,3,Between,0.0,0.0
623,33104,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50to99,Pvt Ltd,3,More,0.0,0.0
624,17304,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100to500,Pvt Ltd,1,Between,0.0,0.0
625,23719,city_21,0.624,Other,No relevent experience,Full time course,Graduate,STEM,1,50to99,Pvt Ltd,0,More,1.0,0.0
626,22348,city_19,0.682,Male,No relevent experience,Full time course,Graduate,STEM,9,50to99,Pvt Ltd,1,More,0.0,0.0
627,27959,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,6,10000plus,Pvt Ltd,2,Between,1.0,0.0
628,11655,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50to99,Pvt Ltd,1,Between,0.0,0.0
629,26713,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000plus,Pvt Ltd,2,More,0.0,0.0
630,3248,city_102,0.804,Male,No relevent experience,no_enrollment,High School,STEM,4,50to99,Pvt Ltd,0,Between,0.0,0.0
631,32877,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,5,Between,1.0,0.0
632,25363,city_71,0.884,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,10to49,Pvt Ltd,1,More,0.0,0.0
633,22573,city_114,0.926,Other,Has relevent experience,no_enrollment,Graduate,STEM,8,500to999,Pvt Ltd,0,Between,0.0,0.0
634,440,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21,10000plus,Pvt Ltd,5,More,0.0,1.0
635,27697,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000to9999,Public Sector,4,More,0.0,0.0
636,30509,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,8,100to500,NGO,1,Less,0.0,0.0
637,28149,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50to99,Pvt Ltd,2,Between,1.0,0.0
638,24708,city_11,0.55,Male,Has relevent experience,Full time course,Masters,STEM,4,100to500,NGO,2,Between,1.0,0.0
639,32836,city_134,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,1,Less,0.0,0.0
640,16372,city_114,0.926,Other,Has relevent experience,Full time course,Masters,STEM,9,50to99,Pvt Ltd,1,Less,0.0,0.0
641,33292,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10000plus,Pvt Ltd,0,More,1.0,0.0
642,32619,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100to500,Pvt Ltd,1,Between,0.0,1.0
643,29606,city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,High School,STEM,3,100to500,Pvt Ltd,5,More,0.0,0.0
644,11430,city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,STEM,12,50to99,Pvt Ltd,1,Between,1.0,1.0
645,10967,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,6,1000to4999,Public Sector,1,Less,1.0,0.0
646,17375,city_157,0.769,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100to500,NGO,5,Between,1.0,0.0
647,26025,city_102,0.804,Male,No relevent experience,Full time course,Graduate,STEM,3,50to99,Pvt Ltd,0,Less,1.0,0.0
648,19795,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,13,50to99,Pvt Ltd,3,Between,1.0,0.0
649,10554,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000to4999,Pvt Ltd,4,More,0.0,0.0
650,8311,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000to4999,Pvt Ltd,1,Less,0.0,1.0
651,5801,city_61,0.913,Other,Has relevent experience,no_enrollment,High School,STEM,8,100to500,NGO,1,More,0.0,1.0
652,6010,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000plus,Pvt Ltd,2,More,0.0,0.0
653,31210,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000plus,Pvt Ltd,1,Less,0.0,0.0
654,24714,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,21,50to99,Pvt Ltd,1,Between,1.0,1.0
655,5203,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,10to49,Pvt Ltd,5,Less,1.0,0.0
656,7193,city_103,0.92,Male,No relevent experience,Full time course,High School,STEM,5,10000plus,Pvt Ltd,1,Between,0.0,0.0
657,1695,city_75,0.939,Other,Has relevent experience,no_enrollment,Graduate,STEM,12,1000to4999,Pvt Ltd,1,More,0.0,0.0
658,16625,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,less than10,Early Stage Startup,1,Between,1.0,0.0
659,23714,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50to99,Pvt Ltd,5,Less,0.0,0.0
660,21967,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21,100to500,Pvt Ltd,5,More,0.0,0.0
661,33342,city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,5,50to99,Pvt Ltd,0,More,0.0,0.0
662,29737,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000to9999,Pvt Ltd,5,More,0.0,0.0
663,9846,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,100to500,NGO,1,Between,0.0,0.0
664,3965,city_23,0.899,Other,Has relevent experience,no_enrollment,Graduate,STEM,8,100to500,Funded Startup,2,Less,0.0,0.0
665,15430,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,21,50to99,Pvt Ltd,1,Between,0.0,0.0
666,20911,city_48,0.493,Other,No relevent experience,Full time course,Graduate,STEM,2,50to99,Pvt Ltd,1,Between,1.0,1.0
667,6724,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,8,50to99,Pvt Ltd,4,More,0.0,0.0
668,21442,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50to99,Funded Startup,1,Less,1.0,0.0
669,12716,city_114,0.926,Other,No relevent experience,no_enrollment,Masters,Humanities,6,50to99,Pvt Ltd,1,Less,0.0,1.0
670,18,city_23,0.899,Male,No relevent experience,no_enrollment,Graduate,STEM,21,10to49,Pvt Ltd,5,More,0.0,0.0
671,26402,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10to49,Pvt Ltd,2,Less,0.0,0.0
672,26214,city_173,0.878,Male,No relevent experience,Full time course,Masters,Humanities,9,100to500,Public Sector,2,More,0.0,0.0
673,21033,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000plus,Pvt Ltd,1,More,0.0,0.0
674,19073,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000plus,Pvt Ltd,1,Less,0.0,1.0
